Manufacturer,PermitNumber,VINNUMBER,AnnualTotalofDisengagements,DEC 2019,JAN 2020,FEB 2020,MAR 2020,APR 2020,MAY 2020,JUN 2020,JULY 2020,AUG 2020,SEP 2020,OCT 2020,NOV 2020,ANNUALTOTAL,,,,,
Waymo LLC,AVT003,2C4RC1K78HR833772,0,3137.9,3013.3,928.8,944,0,0,568.8,2005.2,683.2,1889,679.4,82.4,13932,,,,,
Waymo LLC,AVT003,2C4RC1K76HR822205,0,2009.5,2616.7,3197.8,1537.3,0,0,1075.3,1504.7,0.1,6.3,1876.7,697.6,14522.1,,,,,
Waymo LLC,AVT003,2C4RC1K78HR797324,1,2324.5,2014.1,2679.2,1836.8,0,0,1041.4,1066.8,1479.6,1416.2,1893.3,1374.3,17126.1,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR827262,0,3098.9,2335.9,2045,1419.3,0,0,76.8,974.3,0,0,245.8,106.5,10302.5,,,,,
Waymo LLC,AVT003,2C4RC1K70HR805481,0,0,0,0,0,0,0,0,0,0,0,3.7,3.1,6.8,,,,,
Waymo LLC,AVT003,2C4RC1K77HR805512,2,1848.6,1111,2878.6,1329.3,0,0,0,0,0,49.5,159.7,232.9,7609.7,,,,,
Waymo LLC,AVT003,2C4RC1K76HR805453,0,0,0,0,0,0,0,0,0,0,8.9,1151.4,473.9,1634.2,,,,,
Waymo LLC,AVT003,2C4RC1K72HR827238,0,2518.5,1588.9,3.1,1701.7,0,0,1124.9,42.7,5.5,0,303.7,143.3,7432.3,,,,,
Waymo LLC,AVT003,2C4RC1K79HR797381,0,2361.9,1511.3,3107.1,1177.6,0,0,977.3,2386.3,1753.7,2425.1,833.5,736.1,17269.9,,,,,
Waymo LLC,AVT003,2C4RC1K74HR797398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K79HR824255,0,14,293.7,239.4,1873,0,0,0,0,1505.9,595.9,1342.8,889.3,6754,,,,,
Waymo LLC,AVT003,2C4RC1K79HR833859,1,1477.1,2763.7,1523.9,1727.3,0,0,201.8,0,0,0,175.7,1373.8,9243.3,,,,,
Waymo LLC,AVT003,2C4RC1K74HR805497,0,2949.8,2294.3,2743.3,1580.8,0,0,184.2,750.4,2149.4,44.8,586.5,434.1,13717.8,,,,,
Waymo LLC,AVT003,2C4RC1K73HR833808,0,0,0,0,0,0,0,0,0,0,196.4,0,1199.8,1396.2,,,,,
Waymo LLC,AVT003,2C4RC1K78HR805518,0,1615.1,1710,1191.8,2029.2,0,0,255.4,495.5,141.3,0,1051.8,0,8490.2,,,,,
Waymo LLC,AVT003,2C4RC1K78HR797355,0,3264,2579.5,2768.5,1949.6,0,0,0,544.3,166.6,0,393.8,436.5,12102.7,,,,,
Waymo LLC,AVT003,2C4RC1K72HR797318,0,190.8,1680.9,1414.9,1168.9,0,0,572.6,315.6,217.5,479.8,305.3,142.2,6488.5,,,,,
Waymo LLC,AVT003,2C4RC1K76HR797404,2,2685.2,2761.5,2963.8,142.5,0,0,207.6,1916.5,1313.1,569.2,232,136.8,12928.2,,,,,
Waymo LLC,AVT003,2C4RC1K79HR797378,0,10.4,98.8,85.5,23.1,0,0,0,0,0,205.6,200.2,103.7,727.2,,,,,
Waymo LLC,AVT003,2C4RC1K70HR797379,0,1467.3,1618.2,2237.5,1592,0,0,690.8,1793.7,2434.9,1366.1,9.9,17.3,13227.5,,,,,
Waymo LLC,AVT003,2C4RC1K75HR833759,0,0,0,0,0,0,0,0,0,0,0,277.7,6.9,284.5,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR822188,0,3119.8,2960.2,3694.3,393.9,0,0,0,1793.2,1556.1,1121.4,0,308.7,14947.6,,,,,
Waymo LLC,AVT003,2C4RC1K71HR805523,0,0,0,0,0,0,0,0,0,0,0,0,95.7,95.7,,,,,
Waymo LLC,AVT003,2C4RC1K78HR797405,0,2968,2453.9,3863.9,0,0,0,0,0,17.2,115.2,571.3,153,10142.5,,,,,
Waymo LLC,AVT003,2C4RC1K70HR797298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K73HR786120,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,,,,
Waymo LLC,AVT003,2C4RC1K75HR805461,0,0,0,0,0,0,0,0,0,0,1573.1,0,0,1573.1,,,,,
Waymo LLC,AVT003,2C4RC1K75HR805508,0,0,0,0,0,0,0,0,0,0,0,36.4,85.6,122,,,,,
Waymo LLC,AVT003,2C4RC1K77HR786122,0,0,0,0,0,0,0,0,0,0,0,82.1,197.8,279.9,,,,,
Waymo LLC,AVT003,2C4RC1K73HR827264,0,0,0,0,0,0,0,0,0,0,443.8,175.2,0,619,,,,,
Waymo LLC,AVT003,2C4RC1K75HR827234,0,0,0,0,0,0,0,0,0,0,96.7,1323.5,0,1420.3,,,,,
Waymo LLC,AVT003,2C4RC1K72HR805465,0,0,0,0,0,0,0,0,0,0,25.8,119.3,1574.8,1719.9,,,,,
Waymo LLC,AVT003,2C4RC1K71HR833841,0,0,0,0,0,0,0,0,0,0,138.9,0,628.8,767.7,,,,,
Waymo LLC,AVT003,2C4RC1K75HR822194,0,0,0,0,0,0,0,0,0,0,0,607.9,0,607.9,,,,,
Waymo LLC,AVT003,2C4RC1K78HR833769,0,1144.2,146.3,937.6,1865.6,0,0,556.2,913.6,0,218.5,1135.2,879,7796.2,,,,,
Waymo LLC,AVT003,2C4RC1K70HR797415,0,0,0,0,0,0,0,0,0,0,0,20.5,629.7,650.2,,,,,
Waymo LLC,AVT003,2C4RC1K73HR833842,1,2387.1,2894.1,1865.6,2014.6,0,0,809.6,824.8,0,0,150.6,876.5,11822.8,,,,,
Waymo LLC,AVT003,2C4RC1K71HR797293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR822207,0,0,0,0,0,0,0,0,0,0,77.9,0,0,77.9,,,,,
Waymo LLC,AVT003,2C4RC1K73HR833873,0,0,0,0,0,0,0,0,0,0,0,965.4,203.2,1168.6,,,,,
Waymo LLC,AVT003,2C4RC1K79HR827253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K79HR786123,0,0,0,0,0,0,0,0,0,0,120.5,17.1,0,137.6,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR833756,0,0,0,0,0,0,0,0,0,0,145.9,32.8,14.4,193.1,,,,,
Waymo LLC,AVT003,2C4RC1K76HR833785,0,0,0,0,0,0,0,0,0,0,1712.2,301,0,2013.2,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR833885,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,,,,,
Waymo LLC,AVT003,2C4RC1K75HR805489,0,0,0,0,0,0,0,0,0,0,0,7.5,106.5,114,,,,,
Waymo LLC,AVT003,2C4RC1K76HR805467,0,0,0,0,0,0,0,0,0,0,92.7,112,0,204.7,,,,,
Waymo LLC,AVT003,2C4RC1K74HR827242,0,0,0,0,0,0,0,0,0,0,0,333.5,25,358.6,,,,,
Waymo LLC,AVT003,2C4RC1K72HR824243,0,0,0,0,0,0,0,0,0,0,0,95,749.7,844.7,,,,,
Waymo LLC,AVT003,2C4RC1K70HR836181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K74HR805466,0,0,35,2407.5,925.2,0,0,45.2,2523.9,2869.4,135.7,13.5,522.5,9477.8,,,,,
Waymo LLC,AVT003,2C4RC1K78HR833867,0,485.1,143.8,2791.9,1147.3,0,0,752.9,770.3,0,485.1,1804.3,3.7,8384.3,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR805486,0,284,436.4,611.4,0,0,0,410.7,818.7,99.1,702.7,1502.1,523.4,5388.3,,,,,
Waymo LLC,AVT003,2C4RC1K76HR824259,0,0,0,0,0,0,0,0,0,0,0,213.6,0,213.6,,,,,
Waymo LLC,AVT003,2C4RC1K71HR822208,0,0,0,0,0,0,0,0,0,0,0,149.2,0,149.2,,,,,
Waymo LLC,AVT003,2C4RC1K71HR833810,0,0,0,0,0,0,0,0,0,0,249.2,79.1,76,404.3,,,,,
Waymo LLC,AVT003,2C4RC1K78HR797338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K76HR797354,0,173.5,370.6,140.6,8.5,0,0,3.1,0,0,1307.7,148.2,626.5,2778.7,,,,,
Waymo LLC,AVT003,2C4RC1K76HR833835,0,0,0,657.2,1641.6,0,0,82.8,243.3,447.4,0,1552.8,541.9,5167,,,,,
Waymo LLC,AVT003,2C4RC1K70HR833877,0,390.5,78.7,176.9,134.4,0,0,774.8,338.8,376.2,266.2,685.2,758.7,3980.3,,,,,
Waymo LLC,AVT003,2C4RC1K75HR827265,0,653.7,546.6,226.5,0,0,0,0,0,0,0,0,0,1426.8,,,,,
Waymo LLC,AVT003,2C4RC1K70HR805478,0,0,0,149.8,0,0,0,0,1950.5,1782.6,1512.8,523.3,358,6277,,,,,
Waymo LLC,AVT003,2C4RC1K73HR797361,0,773.8,549.8,258.9,279.4,0,0,382.2,1154.2,139.8,0,0,436.2,3974.3,,,,,
Waymo LLC,AVT003,2C4RC1K74HR824227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K75HR797295,0,0,0,0,0,0,0,0,0,0,0,324.3,45.8,370.1,,,,,
Waymo LLC,AVT003,2C4RC1K73HR833856,0,0,0,0,0,0,0,0,0,0,533.5,0,0,533.5,,,,,
Waymo LLC,AVT003,2C4RC1K75HR786121,0,0,0,0,0,0,0,0,0,0,0,0,71.8,71.8,,,,,
Waymo LLC,AVT003,2C4RC1K74HR797322,0,0,0,0,0,0,0,0,0,0,634.9,206.3,0,841.2,,,,,
Waymo LLC,AVT003,2C4RC1K74HR797367,0,0,0,0,0,0,0,0,0,0,17.3,26.9,100.3,144.5,,,,,
Waymo LLC,AVT003,2C4RC1K77HR833889,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,,,,,
Waymo LLC,AVT003,2C4RC1K72HR833816,0,0,0,0,0,0,0,0,0,0,0,0,779.6,779.6,,,,,
Waymo LLC,AVT003,2C4RC1K76HR824228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K73HR797389,0,2645.4,1747,0,0,0,0,3.3,2612.8,1968.7,500.2,255.5,644,10376.9,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR827231,0,1274.5,1667.2,1208.9,1737.9,0,0,542.3,275.9,0,115,30.3,158.1,7010.2,,,,,
Waymo LLC,AVT003,2C4RC1K74HR827239,0,2883.1,3443.5,2561.9,1327.8,0,0,5.7,1816.2,593.3,3561.4,63.1,500.9,16757,,,,,
Waymo LLC,AVT003,2C4RC1K74HR833879,0,2395,3134.1,2425.7,1631.3,0,0,286.2,2560.8,1940.8,1006.8,58.7,0,15439.3,,,,,
Waymo LLC,AVT003,2C4RC1K74HR805516,3,1323.1,1097.6,290,563,0,0,50.2,0,3,564.5,393.2,779.5,5064.2,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR805455,2,2274.2,2929.3,2520.4,1387.7,0,0,931.2,49.3,0,32.3,419.2,48.2,10591.8,,,,,
Waymo LLC,AVT003,2C4RC1K71HR805490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,2C4RC1K79HR822215,1,2409.3,2681.3,2284.4,1661.6,0,0,404.3,231.9,0,3,810.7,97.8,10584.3,,,,,
Waymo LLC,AVT003,2C4RC1K73HR797330,0,1297.3,2861.5,2956.7,1325.7,0,0,921.7,513.9,0,40.6,24,73.1,10014.5,,,,,
Waymo LLC,AVT003,2C4RC1K73HR805488,0,0,0,0,0,0,0,0,0,0,0,14.4,93.9,108.3,,,,,
Waymo LLC,AVT003,2C4RC1K75HR833857,0,0,0,0,0,0,0,0,0,0,0,224.4,0,224.4,,,,,
Waymo LLC,AVT003,2C4RC1K72HR836179,0,1299.2,836.5,451.6,486.7,0,0,525.2,1804.6,541.9,278.6,76.4,0,6300.8,,,,,
Waymo LLC,AVT003,2C4RC1K77HR833858,0,270.8,66.9,0,0,0,0,3.1,0,0,63.1,557.9,150.1,1111.8,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR797325,1,2534.8,2793.9,2135.3,1539.9,0,0,217.1,1953.2,0,15.8,257.8,804.4,12252.2,,,,,
Waymo LLC,AVT003,2C4RC1K75HR797345,1,1440.5,2612.3,2076.3,0,0,0,0,0,67.3,163.8,103.6,0,6463.7,,,,,
Waymo LLC,AVT003,2C4RC1K71HR797343,0,2148.5,2256.3,2870.3,1652.5,0,0,238.3,60.2,0,75.6,353.3,310,9965,,,,,
Waymo LLC,AVT003,2C4RC1K73HR797358,0,2144.2,3115.7,2811.4,849.9,0,0,969.7,428.2,438.1,6.3,437.9,595.2,11796.6,,,,,
Waymo LLC,AVT003,2C4RC1K77HR833827,0,1267.9,1591.7,1354.1,0,0,0,0,2705.8,2449.9,1048.2,40.4,539.1,10997.1,,,,,
Waymo LLC,AVT003,2C4RC1K73HR833758,0,0,59.9,355.3,337,0,0,123.8,1580.9,1841.7,1185.4,1986.5,1693.3,9163.7,,,,,
Waymo LLC,AVT003,2C4RC1K70HR827271,1,2381.6,3078.5,3116.9,1605.5,0,0,278.2,0,1237.7,843.1,149,388.8,13079.3,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR797308,0,765.2,1294.5,1102.5,872.3,0,0,974.6,1115.4,804.1,505.1,334.2,821.7,8589.6,,,,,
Waymo LLC,AVT003,2C4RC1K79HR833778,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,,,,,
Waymo LLC,AVT003,2C4RC1K7XHR833787,0,111.5,162.6,2342.6,1638,0,0,996.2,155.3,0,774.5,418.3,91.2,6690.2,,,,,
Waymo LLC,AVT003,2C4RC1K75HR797362,0,3105.9,1786.1,2330.5,1632,0,0,902.5,2135,2337.6,1817.6,0,0,16047.2,,,,,
Waymo LLC,AVT003,SADHW2S16M1X06462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1X06465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S15M1X06467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S18M1X06477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1X06469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S15M1X06470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1X06448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S15M1X06484,0,0,0,0,0,0,0,0,0,0,0,83.4,38,121.5,,,,,
Waymo LLC,AVT003,SADHW2S19M1X06472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S10M1X06473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S12M1X06474,0,0,0,0,0,0,0,0,0,0,127.9,100.6,0,228.5,,,,,
Waymo LLC,AVT003,SADHW2S14M1X06475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S16M1X06476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S15M1X06468,0,0,0,0,0,0,0,0,0,0,0,26.4,0,26.4,,,,,
Waymo LLC,AVT003,SADHW2S1XM1X06478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S18M1X06480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1X06479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1X06481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1X06482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S17M1X06471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1X06486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S10M1X06487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S13M1X06466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S14M1602343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S16M1601985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1602587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1602073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S14M1602584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S16M1602618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1602645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1602614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S16M1602621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S18M1602670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1602659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S12M1602678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1602685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S14M1602696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S10M1602680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1602693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S17M1602661,0,0,0,0,0,0,0,0,0,0,0,0,19.9,19.9,,,,,
Waymo LLC,AVT003,SADHW2S14M1602665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S16M1602697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1602672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S15M1602691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S18M1602684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1602624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1602668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1602637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S14M1602679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S15M1602688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S16M1602702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S14M1602701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S18M1602698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1602610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S13M1602673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1602699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1602641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1602735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1602662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S15M1602660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S1XM1602671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S12M1602664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1602686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S19M1602676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S18M1602703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S13M1602706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S12M1602681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S13M1602690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S14M1602682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Waymo LLC,AVT003,SADHW2S11M1602669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
WeRide Corp,AVT034,3LN6L5LU3HR640854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
WeRide Corp,AVT034,3LN6L5LU1HR638729,0,37,29,104,0,0,0,0,0,0,291,460,116,1037,,,,,
WeRide Corp,AVT034,3LN6L5LU4HR637607,0,85,330,170,0,0,0,3,1,0,20,0,0,609,,,,,
WeRide Corp,AVT034,3LN6l5MU2HR654727,0,0,0,54,255,0,0,0,1495,997,590,151,56,3598,,,,,
WeRide Corp,AVT034,3LN6L5MU1HR637773,1,223,105,347,52,0,0,47,1618,888,691,294,401,4666,,,,,
WeRide Corp,AVT034,1N4AZ1CP5J3C31550,0,2,0,28,0,0,0,0,0,0,0,0,0,30,,,,,
WeRide Corp,AVT034,1N4AZ1CP3KC301099,0,0,0,0,0,0,0,0,0,292,20,3,3,318,,,,,
WeRide Corp,AVT034,1N4AZ1CP3KC305048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
WeRide Corp,AVT034,1N4AZ1CP2KC305130,1,24,457,361,128,0,0,12,9,764,744,164,93,2756,,,,,
"Zoox, Inc",AVT012,~0015,0,184,719,1827,0,0,0,0,0,0,0,0,0,2730,,,,,
"Zoox, Inc",AVT012,~0224,0,0,0,0,0,0,0,0,0,489,618,483,532,2122,,,,,
"Zoox, Inc",AVT012,~0245,0,0,0,0,0,0,0,0,479,312,0,32,116,939,,,,,
"Zoox, Inc",AVT012,~0268,4,388,880,915,0,0,0,155,324,46,188,575,456,3927,,,,,
"Zoox, Inc",AVT012,~0384,5,0,284,690,470,0,5,8,134,40,464,134,130,2359,,,,,
"Zoox, Inc",AVT012,~0496,3,164,281,0,0,0,0,236,280,494,464,168,606,2693,,,,,
"Zoox, Inc",AVT012,~0658,5,184,175,824,573,6,14,208,683,1054,287,114,244,4366,,,,,
"Zoox, Inc",AVT012,~3880,3,0,79,533,100,0,0,0,417,802,841,1051,750,4573,,,,,
"Zoox, Inc",AVT012,~3994,1,0,0,47,66,0,0,208,630,842,442,365,617,3217,,,,,
"Zoox, Inc",AVT012,~4366,0,132,81,317,389,35,67,30,507,508,662,218,587,3533,,,,,
"Zoox, Inc",AVT012,~4810,1,252,487,437,407,0,0,47,524,264,605,339,0,3362,,,,,
"Zoox, Inc",AVT012,~4880,0,37,0,0,0,0,0,0,570,144,120,47,0,918,,,,,
"Zoox, Inc",AVT012,~4961,0,0,0,0,0,0,0,0,0,422,72,43,21,558,,,,,
"Zoox, Inc",AVT012,~5009,0,0,76,151,0,0,0,0,0,0,0,0,0,227,,,,,
"Zoox, Inc",AVT012,~5016,0,452,523,271,0,0,0,0,0,0,0,0,0,1246,,,,,
"Zoox, Inc",AVT012,~5195,7,270,707,790,510,0,0,59,71,632,459,564,664,4726,,,,,
"Zoox, Inc",AVT012,~5200,1,0,0,17,13,0,0,113,360,161,248,548,127,1585,,,,,
"Zoox, Inc",AVT012,~5225,0,0,1,418,345,0,0,0,125,366,861,857,1027,3999,,,,,
"Zoox, Inc",AVT012,~5257,4,631,753,220,0,0,0,0,0,673,726,966,1139,5109,,,,,
"Zoox, Inc",AVT012,~5349,0,0,39,25,1,0,0,199,329,520,272,779,33,2196,,,,,
"Zoox, Inc",AVT012,~5424,0,44,39,109,0,0,0,33,0,0,0,331,325,881,,,,,
"Zoox, Inc",AVT012,~5502,0,0,0,0,0,0,0,0,0,22,68,94,268,452,,,,,
"Zoox, Inc",AVT012,~5631,2,0,0,148,359,0,0,80,959,0,121,466,196,2330,,,,,
"Zoox, Inc",AVT012,~5632,0,0,0,0,0,0,0,90,558,406,728,525,469,2776,,,,,
"Zoox, Inc",AVT012,~5678,1,0,0,0,120,0,0,121,19,7,342,521,363,1494,,,,,
"Zoox, Inc",AVT012,~5942,0,677,314,259,197,0,0,0,0,0,0,0,0,1446,,,,,
"Zoox, Inc",AVT012,~6144,2,60,710,763,228,0,0,0,0,0,0,0,0,1761,,,,,
"Zoox, Inc",AVT012,~6321,0,0,0,0,0,0,0,0,0,10,41,12,111,174,,,,,
"Zoox, Inc",AVT012,~6607,2,3,344,404,0,0,0,52,300,575,463,849,443,3435,,,,,
"Zoox, Inc",AVT012,~6725,5,515,686,1064,683,0,0,0,0,0,0,0,0,2947,,,,,
"Zoox, Inc",AVT012,~6810,0,0,0,0,0,0,0,0,0,0,199,282,3,484,,,,,
"Zoox, Inc",AVT012,~6839,2,228,340,169,197,7,0,0,622,822,713,2,183,3284,,,,,
"Zoox, Inc",AVT012,~7014,4,140,275,833,0,0,0,203,74,0,256,455,595,2831,,,,,
"Zoox, Inc",AVT012,~7379,3,0,59,349,192,0,0,8,392,677,502,1012,631,3822,,,,,
"Zoox, Inc",AVT012,~7625,1,404,696,908,256,0,0,51,7,0,0,0,0,2322,,,,,
"Zoox, Inc",AVT012,~7703,3,662,875,968,604,0,0,73,54,0,0,0,0,3236,,,,,
"Zoox, Inc",AVT012,~7818,1,0,0,6,364,0,46,0,636,641,650,969,545,3858,,,,,
"Zoox, Inc",AVT012,~8451,0,0,14,0,0,0,0,0,0,0,6,0,0,20,,,,,
"Zoox, Inc",AVT012,~8456,3,379,0,434,491,0,0,0,258,717,767,122,171,3340,,,,,
"Zoox, Inc",AVT012,~8642,0,408,1237,700,1070,0,0,0,0,0,0,0,0,3414,,,,,
"Zoox, Inc",AVT012,~9454,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,,,
"Zoox, Inc",AVT012,~9501,0,0,0,0,2,0,0,1,106,907,321,54,572,1963,,,,,
