Manufacturer,PermitNumber,VINNUMBER,AnnualTotalofDisengagements,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,ANNUALTOTAL
CRUISE LLC,AVT008,5G21A6P04L4100073,0,0,0,0,0,0,31.41889238,823.2505006,1110.248019,393.6077499,838.7270325,1945.221692,1070.62283,6213.096716
CRUISE LLC,AVT008,5G21A6P08L4100061,0,0,0,0,0,0,142.2630518,858.2103514,1287.201928,899.2981783,988.5097751,1925.348121,506.7596623,6607.591068
CRUISE LLC,AVT008,5G21A6P02L4100069,0,0,0,0,0,0,32.2025003,904.0934615,1042.055629,1170.739672,1123.309555,1903.591925,1925.195241,8101.187983
CRUISE LLC,AVT008,5G21A6P01L4100175,0,0,0,0,0,0,0,0,888.8730576,1177.596235,743.676509,1896.107093,715.8507521,5422.103646
CRUISE LLC,AVT008,5G21A6P07L4100116,0,0,0,0,0,0,0,0,1172.617994,1115.107084,1134.893903,1871.882992,1546.730677,6841.232649
CRUISE LLC,AVT008,5G21A6S06K40111EX,1,0,0,110.0283837,1079.608339,1852.608855,1296.402359,1511.797529,1147.608612,0,0,0,0,6998.054078
CRUISE LLC,AVT008,5G21A6P07L4100052,0,0,0,0,0,0,12.25690017,1178.140262,1095.075732,843.7599298,357.0878012,1826.28252,561.6069577,5874.210103
CRUISE LLC,AVT008,5G21A6P03L4100131,0,0,0,0,0,0,0,0,642.2305501,1092.189193,1331.558547,1823.683719,1708.023521,6597.685529
CRUISE LLC,AVT008,5G21A6P0XL4100045,0,0,0,0,0,0,141.2852085,1288.469288,1808.10082,623.8026555,1125.273719,542.1555002,398.7155488,5927.80274
CRUISE LLC,AVT008,5G21A6P06L4100124,1,0,0,0,0,0,0,0,230.7829081,0,392.01326,1246.049204,1788.16736,3657.012732
CRUISE LLC,AVT008,5G21A6P03L4100016,0,0,0,0,0,114.5663598,122.8891236,910.4274228,1784.253034,611.8061559,1692.55286,537.9361828,746.5296173,6520.960756
CRUISE LLC,AVT008,5G21A6P0XL4100126,1,0,0,0,0,0,0,198.3844241,1773.460316,997.6353844,1481.599084,1662.859603,653.1247061,6767.063518
CRUISE LLC,AVT008,5G21A6S09K40068EX,0,0,0,0,0,1096.502946,1765.886793,268.8070709,412.7284537,324.1902676,0,0,0,3868.115531
CRUISE LLC,AVT008,5G21A6P08L4100142,0,0,0,0,0,0,0,705.9606336,1204.816263,1362.980473,1056.909468,1751.75083,1752.038897,7834.456565
CRUISE LLC,AVT008,5G21A6P09L4100103,1,0,0,0,0,0,0,62.18593639,1665.34646,889.9372787,1382.779974,1738.95125,1650.990163,7390.191062
CRUISE LLC,AVT008,5G21A6P07L4100181,0,0,0,0,0,0,0,0,334.4749491,614.2274469,1188.403299,1729.356419,172.9754173,4039.437532
CRUISE LLC,AVT008,5G21A6P02L4100119,0,0,0,0,0,0,0,0,1164.647828,904.0621591,1537.254171,1201.040333,1711.280275,6518.284766
CRUISE LLC,AVT008,5G21A6P01L4100029,1,0,0,0,0,0,0,206.7280382,776.314379,547.4702128,1021.537376,1242.343174,1708.065613,5502.458793
CRUISE LLC,AVT008,5G21A6P06L4100074,0,0,0,0,0,0,60.60125496,1436.470665,1282.433557,812.4620228,1021.969741,850.1468436,1704.04341,7168.127495
CRUISE LLC,AVT008,5G21A6P06L4100060,0,0,0,0,0,0,224.47621,652.5301514,1247.816896,1207.274913,734.6940386,1684.833927,866.1266363,6617.752772
CRUISE LLC,AVT008,5G21A6P05L4100180,0,0,0,0,0,0,0,0,3.53431325,116.1804487,65.62451157,1676.699791,1117.510247,2979.549312
CRUISE LLC,AVT008,5G21A6P01L4100032,1,0,0,0,0,0,169.9958448,1045.080412,1443.616188,848.6505922,905.3209654,1665.896193,339.7543525,6418.314549
CRUISE LLC,AVT008,5G21A6P01L4100130,0,0,0,0,0,0,0,0,445.3629888,815.73994,741.5241158,679.4214118,1660.121806,4342.170262
CRUISE LLC,AVT008,5G21A6P02L4100136,0,0,0,0,0,0,0,382.1272318,907.8253409,965.7755346,481.1844542,351.2516022,1649.474681,4737.638845
CRUISE LLC,AVT008,5G21A6P02L4100086,0,0,0,0,0,0,0,0,858.0849926,1081.20716,1074.750686,1638.651545,1597.703263,6250.397646
CRUISE LLC,AVT008,5G21A6P09L4100120,0,0,0,0,0,0,0,0,227.6322511,1089.448831,572.0763221,1617.56044,1351.826046,4858.543889
CRUISE LLC,AVT008,5G21A6P00L4100071,0,0,0,0,0,0,25.44040579,640.339757,507.910238,876.2673944,1599.902105,1469.598524,847.7834936,5967.241918
CRUISE LLC,AVT008,5G21A6P03L4100162,0,0,0,0,0,0,0,46.91810053,1587.248642,1225.123353,1402.596031,1592.702712,0,5854.588839
CRUISE LLC,AVT008,5G21A6P07L4100004,0,0,0,0,0,0,9.785427174,0,0,0,776.4394466,377.0578219,1591.957226,2755.239922
CRUISE LLC,AVT008,5G21A6P08L4100173,0,0,0,0,0,0,0,62.62708165,1259.649668,1588.915928,888.8243544,0,0,3800.017032
CRUISE LLC,AVT008,5G21A6P06L4100026,0,0,0,0,0,0,25.2531527,1252.399023,1585.774226,940.040087,1132.050438,953.4533445,284.7761407,6173.746412
CRUISE LLC,AVT008,5G21A6P05L4100132,1,0,0,0,0,0,0,416.4632949,1400.107029,880.3131494,580.7854502,1493.495204,1566.246019,6337.410146
CRUISE LLC,AVT008,5G21A6P00L4100068,0,0,0,0,0,0,55.08500185,1175.984362,1056.534489,824.636845,791.4350691,1552.861753,1051.821789,6508.359309
CRUISE LLC,AVT008,5G21A6P0XL4100143,0,0,0,0,0,0,0,44.06005549,0,587.4894933,957.177202,1548.313808,1117.339032,4254.379591
CRUISE LLC,AVT008,5G21A6P01L4100046,1,0,0,0,0,0,127.8520907,925.2641421,1115.227516,1537.384404,773.519554,816.9691896,459.278292,5755.495188
CRUISE LLC,AVT008,5G21A6P02L4100122,0,0,0,0,0,0,0,0,755.9134256,982.7665466,1136.535597,1241.837714,1532.245021,5649.298305
CRUISE LLC,AVT008,5G21A6P02L4100010,0,0,0,0,0,348.446128,207.3384545,891.9708036,1368.354186,1518.451037,517.568575,216.2949617,819.7102726,5888.134418
CRUISE LLC,AVT008,5G21A6P02L4100167,1,0,0,0,0,0,0,33.57451631,1504.312832,1423.763092,892.5329787,0,0,3854.183419
CRUISE LLC,AVT008,5G21A6P06L4100057,0,0,0,0,0,0,96.35575492,1316.064605,1419.86463,1483.981668,275.8525311,58.60897512,587.6722706,5238.400435
CRUISE LLC,AVT008,5G21A6P07L4100066,0,0,0,0,0,0,46.92922073,896.2524259,660.7918243,913.4387244,966.9082724,957.7182412,1478.120678,5920.159387
CRUISE LLC,AVT008,5G21A6P05L4100129,0,0,0,0,0,0,0,0,1440.368372,1092.970131,389.0627805,1318.170988,1449.040177,5689.612449
CRUISE LLC,AVT008,5G21A6P00L4100104,0,0,0,0,0,0,0,0,501.8653044,0,0,46.24373148,1447.56942,1995.678455
CRUISE LLC,AVT008,5G21A6P07L4100178,0,0,0,0,0,0,0,0,51.37870547,740.4962911,505.8082051,836.7779091,1444.40178,3578.862891
CRUISE LLC,AVT008,5G21A6P07L4100049,1,0,0,0,0,5.739651167,10.62531636,1247.822531,1315.316794,1039.341608,1030.249013,1435.898401,1402.976447,7487.969762
CRUISE LLC,AVT008,5G21A6P0XL4100014,0,0,0,0,0,148.8998097,59.28400451,261.8917638,593.6222526,705.2763423,505.9786315,1433.698732,1193.253024,4901.90456
CRUISE LLC,AVT008,5G21A6P03L4100047,1,0,0,0,0,0,253.3897304,928.8742412,1191.019797,1091.382827,475.7277386,1431.944136,1121.666261,6494.004732
CRUISE LLC,AVT008,5G21A6P02L4100041,1,0,0,0,0,0,156.4198184,1005.771323,1381.612932,780.1867815,1005.540194,1407.959511,1055.959429,6793.449989
CRUISE LLC,AVT008,5G21A6P0XL4100160,0,0,0,0,0,0,0,0,66.72775798,820.9354198,565.390687,1343.532214,1242.807199,4039.393278
CRUISE LLC,AVT008,5G21A6P05L4100177,0,0,0,0,0,0,0,0,1341.544911,1263.101277,975.6914408,1042.911498,819.5020648,5442.751192
CRUISE LLC,AVT008,5G21A6P02L4100072,0,0,0,0,0,0,142.6355857,262.2560161,693.2757653,691.5020534,1327.576468,606.192496,713.3175703,4436.755955
CRUISE LLC,AVT008,5G21A6P05L4100115,0,0,0,0,0,0,0,56.15024348,1326.413997,0,0,0,666.5880387,2049.152279
CRUISE LLC,AVT008,5G21A6P04L4100168,0,0,0,0,0,0,0,163.0537666,846.6981794,0,0,549.0822301,1305.391123,2864.225299
CRUISE LLC,AVT008,5G21A6P09L4100053,0,0,0,0,0,0,119.0314376,13.69686986,107.9511823,1299.778117,367.833554,740.2370611,500.8606087,3149.388831
CRUISE LLC,AVT008,5G21A6P04L4100171,0,0,0,0,0,0,0,0,4.665551,877.3392785,647.1096516,605.3457693,1285.485125,3419.945376
CRUISE LLC,AVT008,5G21A6P00L4100118,1,0,0,0,0,0,0,0,34.86525573,647.5986157,696.1888761,1283.215543,1218.984274,3880.852565
CRUISE LLC,AVT008,5G21A6P06L4100169,0,0,0,0,0,0,0,0,84.39949044,396.7367189,1258.775208,473.9119448,1282.709726,3496.533088
CRUISE LLC,AVT008,5G21A6P0XL4100076,0,0,0,0,0,0,62.05707748,909.7680927,1275.165797,896.1680934,1017.744977,1083.110054,712.32851,5956.342602
CRUISE LLC,AVT008,5G21A6P05L4100017,1,0,0,0,0,18.00396804,659.6531428,6.950549897,5.448004625,1100.692583,1259.801967,1087.828628,1167.33857,5305.717413
CRUISE LLC,AVT008,5G21A6P00L4100040,1,0,0,0,0,0,347.3552206,166.634552,74.70126469,314.9292004,468.5661219,1245.659837,1050.818927,3668.665124
CRUISE LLC,AVT008,5G21A6P03L4100193,0,0,0,0,0,0,0,0,0,0,67.48856922,182.9447178,1240.527948,1490.961235
CRUISE LLC,AVT008,5G21A6P07L4100164,0,0,0,0,0,0,0,0,792.9885494,1042.210083,1085.405722,200.6212154,1215.894638,4337.120208
CRUISE LLC,AVT008,5G21A6S08K40059EX,0,0,0,187.8929876,947.6925235,901.725331,1197.590357,761.5863889,0,0,0,0,0,3996.487588
CRUISE LLC,AVT008,5G21A6P09L4100182,0,0,0,0,0,0,0,0,2.313171118,831.2992111,1194.901488,63.70921285,465.3943232,2557.617406
CRUISE LLC,AVT008,5G21A6P03L4100176,0,0,0,0,0,0,0,0,75.68069227,456.0106064,290.7014427,1184.923701,797.000567,2804.317009
CRUISE LLC,AVT008,5G21A6P01L4100015,0,0,0,0,0,66.20897656,894.7971009,705.2275925,1184.322536,1157.547773,0,0,0,4008.103979
CRUISE LLC,AVT008,5G21A6P06L4100043,0,0,0,0,0,4.465474247,7.106647026,54.73961722,0,393.8213685,536.7043342,1179.260303,891.9986757,3068.09642
CRUISE LLC,AVT008,5G21A6P03L4100159,0,0,0,0,0,0,0,0,924.5106879,1073.773535,482.6282816,895.9634419,1172.749429,4549.625375
CRUISE LLC,AVT008,5G21A6P08L4100030,0,0,0,0,0,7.563155088,233.4349867,1162.647342,75.54285294,198.538239,1048.412673,0,0,2726.139249
CRUISE LLC,AVT008,5G21A6P08L4100139,0,0,0,0,0,0,0,0,0,1016.793594,1094.568704,413.7561649,486.0031646,3011.121627
CRUISE LLC,AVT008,5G21A6P04L4100185,0,0,0,0,0,0,0,0,0,0,55.00259925,150.3505274,1083.301472,1288.654599
CRUISE LLC,AVT008,5G21A6P09L4100070,1,0,0,0,0,0,114.3873921,742.0107966,1079.541627,878.0205393,1063.998956,754.1446607,0,4632.103972
CRUISE LLC,AVT008,5G21A6P03L4100078,0,0,0,0,0,0,175.8496564,0.254279158,0.006973794,1025.223277,130.1896638,382.3284928,161.8273286,1875.679672
CRUISE LLC,AVT008,5G21A6P07L4100102,0,0,0,0,0,0,0,11.34963172,933.0728783,510.9739128,659.1334544,1024.665672,722.1607672,3861.356316
CRUISE LLC,AVT008,5G21A6P09L4100134,0,0,0,0,0,0,0,85.26367818,15.5547901,652.3543364,989.6768626,342.1915152,470.6461634,2555.687346
CRUISE LLC,AVT008,5G21A6P0XL4100174,0,0,0,0,0,0,0,0,4.133527352,352.3165873,922.6809157,237.1959229,0,1516.326953
CRUISE LLC,AVT008,5G21A6P0XL4100059,0,0,0,0,0,0,457.2543656,292.5879701,143.5199062,907.8301882,595.9890691,352.6739324,547.2013952,3297.056827
CRUISE LLC,AVT008,5G21A6P08L4100044,0,0,0,0,0,0,196.4975639,900.2963887,49.53786086,286.507622,123.9737309,155.0210004,394.9329985,2106.767165
CRUISE LLC,AVT008,5G21A6P0XL4100188,0,0,0,0,0,0,0,0,0,0,71.71810521,4.957682287,897.162834,973.8386215
CRUISE LLC,AVT008,5G21A6P03L4100050,0,0,0,0,0,0,0,10.32425677,189.8114521,893.6298789,289.3773314,784.211176,525.7882241,2693.142319
CRUISE LLC,AVT008,5G21A6P00L4100166,0,0,0,0,0,0,0,0,0,324.8400799,838.4812057,890.5155947,634.7510824,2688.587963
CRUISE LLC,AVT008,5G21A6P02L4100184,0,0,0,0,0,0,0,0,0,0,56.46856192,175.3657667,881.4501161,1113.284445
CRUISE LLC,AVT008,5G21A6P09L4100084,3,0,0,0,0,0,0,61.08441716,76.04412192,643.0177226,629.5020403,400.9197696,863.2769555,2673.845027
CRUISE LLC,AVT008,5G21A6P09L4100117,0,0,0,0,0,0,0,40.25351088,136.6809028,66.83867122,502.3494957,525.3520422,824.7011851,2096.175808
CRUISE LLC,AVT008,5G21A6P08L4100125,0,0,0,0,0,0,0,74.17747014,148.5276222,625.0619254,138.8185092,101.3753486,820.5440637,1908.504939
CRUISE LLC,AVT008,5G21A6P09L4100067,0,0,0,0,0,0,0,0,122.0420205,588.3803089,803.0448577,165.5131179,201.7875434,1880.767848
CRUISE LLC,AVT008,5G21A6P00L4100023,0,0,0,0,0,0,103.59529,62.06379673,56.0460126,274.8999083,471.625672,620.2647355,715.5884981,2304.083913
CRUISE LLC,AVT008,5G21A6P07L4100021,0,0,0,0,0,97.71154298,204.2257115,0,27.80509928,302.9408918,36.26288493,704.8886529,221.8101271,1595.64491
CRUISE LLC,AVT008,5G21A6P04L4100025,0,0,0,0,0,6.948613378,207.6008231,412.1974053,146.9889553,651.7126679,359.3647151,288.5646761,0,2073.377856
CRUISE LLC,AVT008,5G21A6P0XL4100191,0,0,0,0,0,0,0,0,0,0,56.10079961,632.5360085,556.7741336,1245.410942
CRUISE LLC,AVT008,5G21A6P02L4100170,0,0,0,0,0,0,0,0,200.0884412,366.1687726,529.9527657,617.826073,165.3331083,1879.369161
CRUISE LLC,AVT008,5G21A6P04L4100008,0,0,0,0,0,117.3252747,263.9899388,33.8338608,590.3333045,70.56507306,198.7233036,501.6310738,157.4984729,1933.900302
CRUISE LLC,AVT008,5G21A6P01L4100063,0,0,0,0,0,0,105.0331331,67.02035549,0,584.7298392,95.71286493,320.5667527,356.9307522,1529.993698
CRUISE LLC,AVT008,5G21A6P04L4100140,0,0,0,0,0,0,0,59.70717681,25.24498318,544.6314378,162.5279664,581.2213813,327.3990705,1700.732016
CRUISE LLC,AVT008,5G21A6P01L4100192,0,0,0,0,0,0,0,0,0,0,50.77167325,0,576.6121524,627.3838257
CRUISE LLC,AVT008,5G21A6P05L4100082,0,0,0,0,0,0,0,0,181.8024904,139.5597491,307.6767076,257.6727181,549.1149679,1435.826633
CRUISE LLC,AVT008,5G21A6P06L4100012,0,0,0,0,0,101.2731143,302.1112968,0,0,188.5192434,544.1084134,0,0,1136.012068
CRUISE LLC,AVT008,5G21A6P00L4100183,0,0,0,0,0,0,0,0,0,524.9856112,6.446951961,195.6566948,68.33957383,795.4288317
CRUISE LLC,AVT008,5G21A6S04K40070EX,0,0,375.585153,524.338053,401.9384323,377.0993594,273.0079018,189.06585,328.4459035,150.7755903,0,0,0,2620.256243
CRUISE LLC,AVT008,5G21A6P09L4100036,0,0,0,0,0,5.213974739,40.66495465,482.9811094,463.0645028,517.6291996,0,0,0,1509.553741
CRUISE LLC,AVT008,5G21A6P05L4100003,0,0,0,0,0,14.4520691,49.10996004,4.23335174,196.5276655,407.5786125,206.3971439,513.0480083,5.407098411,1396.753909
CRUISE LLC,AVT008,5G21A6P08L4100075,1,0,0,0,0,0,154.0615014,0,232.1274782,500.8822931,305.3912586,382.6436187,326.0178308,1901.123981
CRUISE LLC,AVT008,5G21A6P00L4100006,0,0,0,0,0,106.9398627,17.44106707,343.3399647,251.4945125,358.0594931,190.3435236,496.3657878,317.0879623,2081.072174
CRUISE LLC,AVT008,5G21A6P04L4100042,0,0,0,0,0,5.140269731,148.9133256,0,0,168.8856985,202.3189926,261.4313554,473.3326082,1260.02225
CRUISE LLC,AVT008,5G21A6P07L4100035,0,0,0,0,0,213.762642,181.2054573,0,3.613101278,0.900962433,454.1811699,368.0249891,172.644205,1394.332527
CRUISE LLC,AVT008,5G21A6S02L40029EX,1,0,333.5023014,240.9654305,41.00083839,443.8267765,37.38038302,78.43538829,21.27497363,32.64415742,0,0,0,1229.030249
CRUISE LLC,AVT008,5G21A6P06L4100141,0,0,0,0,0,0,0,66.30088293,0,12.08634215,336.7257377,0,438.5260403,853.6390031
CRUISE LLC,AVT008,5G21A6P01L4100077,0,0,0,0,0,0,62.40721117,152.5866066,195.0057772,364.6397678,434.8009734,83.36485436,42.75479144,1335.559982
CRUISE LLC,AVT008,5G21A6P00L4100135,1,0,0,0,0,0,0,58.8714332,261.5845007,41.78060773,150.527487,431.9055012,69.37939236,1014.048922
CRUISE LLC,AVT008,5G21A6S01K40072EX,1,0,18.47781355,428.8814967,84.26956154,381.5701028,228.5329764,179.7618486,0,0,0,0,0,1321.4938
CRUISE LLC,AVT008,5G21A6P09L4100022,0,0,0,0,0,0,135.5559614,428.1626954,0,0,0,0,0,563.7186567
CRUISE LLC,AVT008,5G21A6P09L4100005,0,0,0,0,0,108.0614382,209.8672796,56.5424614,415.8234961,0,117.3902138,54.00952284,158.6462977,1120.34071
CRUISE LLC,AVT008,5G21A6S01K40118EX,0,0,0,0,0,4.99168487,394.1739015,134.3238888,0,0,0,0,0,533.4894751
CRUISE LLC,AVT008,5G21A6P01L4100127,0,0,0,0,0,0,0,0,0,0,0,61.34169117,340.973081,402.3147721
CRUISE LLC,AVT008,5G21A6P05L4100020,0,0,0,0,0,4.44887064,163.1941406,0,12.13771688,4.250886619,307.4175987,340.5322519,259.7593525,1091.740818
CRUISE LLC,AVT008,5G21A6P06L4100186,0,0,0,0,0,0,0,0,0,0,0,60.53093324,314.3783969,374.9093301
CRUISE LLC,AVT008,5G21A6P04L4100011,0,0,0,0,0,128.6213433,301.0480347,55.91266965,293.8088283,116.2036279,313.8843063,0,5.486015348,1214.964825
CRUISE LLC,AVT008,5G21A6P04L4100123,0,0,0,0,0,0,0,55.14801607,4.62334547,176.0742807,23.6652423,295.0827179,0,554.5936024
CRUISE LLC,AVT008,5G21A6P05L4100163,0,0,0,0,0,0,0,0,62.05824722,27.39218237,0,118.4765845,281.5347286,489.4617427
CRUISE LLC,AVT008,5G21A6P07L4100133,0,0,0,0,0,0,0,42.79471428,146.8855726,256.8934852,2.972256474,0,0,449.5460285
CRUISE LLC,AVT008,5G21A6S05L40027EX,0,0,256.2237161,236.211891,75.33193438,51.40727288,0,0,61.2653172,0,0,0,0,680.4401316
CRUISE LLC,AVT008,5G21A6P05L4100051,0,0,0,0,0,0,8.549633396,33.81781142,253.8215223,109.753538,125.793555,81.02416303,0,612.7602231
CRUISE LLC,AVT008,5G21A6P06L4100009,0,0,0,0,0,3.874166398,216.7730118,0,0,0,0,0,0,220.6471782
CRUISE LLC,AVT008,5G21A6P08L4100013,0,0,0,0,0,170.5734938,214.4230777,23.94062907,0,0,0,0,0,408.9372006
CRUISE LLC,AVT008,5G21A6P01L4100189,0,0,0,0,0,0,0,0,0,0,130.0772225,0,210.2939345,340.371157
CRUISE LLC,AVT008,5G21A6P0XL4100062,0,0,0,0,0,0,203.5404669,88.25722621,88.78966983,95.00883428,190.0414103,0,66.98829112,732.6258986
CRUISE LLC,AVT008,5G21A6P04L4100039,0,0,0,0,0,0,163.699636,0,0,5.593585873,0,0,5.731005185,175.0242271
CRUISE LLC,AVT008,5G21A6S03K40026EX,0,0,0,0,0,89.60419517,162.9397548,0,0,0,0,0,0,252.54395
CRUISE LLC,AVT008,5G21A6P00L4100054,0,0,0,0,0,0.459456914,154.1619002,0,0,0,0,0,0,154.6213571
CRUISE LLC,AVT008,5G21A6P05L4100065,0,0,0,0,0,0,140.1798607,0,0,0,0,126.5587862,0,266.7386469
CRUISE LLC,AVT008,5G21A6P01L4100161,0,0,0,0,0,0,0,11.41160193,118.9018538,0,0,6.051912605,0,136.3653683
CRUISE LLC,AVT008,5G21A6P08L4100187,1,0,0,0,0,0,0,0,0,0,105.3599807,0,0,105.3599807
CRUISE LLC,AVT008,5G21A6P03L4100128,0,0,0,0,0,0,0,13.20564779,0,8.186401844,39.90975768,0,0,61.30180731
CRUISE LLC,AVT008,5G21A6P03L4100064,0,0,0,0,0,0,197.3885068,32.29370964,1.948756842,6.409707568,0,0,0,238.0406808
CRUISE LLC,AVT008,5G21A6P08L4100089,0,0,0,0,0,0,0,0,0,14.43241133,0,0,0,14.43241133
CRUISE LLC,AVT008,5G21A6S04L40001EX,0,0,0,0,0,0,0,0,0,5.409599537,0,0,0,5.409599537
CRUISE LLC,AVT008,5G21A6S07K40033EX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRUISE LLC,AVT008,5G21A6S08K40088EX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive.ai Inc,AVT013,699089,1,413.906,518.115,210.339,143.552,207.575,0.5242,0,0,0,0,0,0,1494.0112
Drive.ai Inc,AVT013,698790,6,0,0,111.358,209.21,60.247,0,0,0,0,0,0,0,380.815
Drive.ai Inc,AVT013,698735,14,358.908,284.565,162.962,3.381,52.019,0,0,0,0,0,0,0,861.835
Drive.ai Inc,AVT013,699040,21,0,0,143.393,92.003,70.986,0,0,0,0,0,0,0,306.382
Drive.ai Inc,AVT013,698704,6,0,30.412,132.42,38.739,26.973,0,0,0,0,0,0,0,228.544
Drive.ai Inc,AVT013,699035,7,0,194.425,155.432,182.839,0,0,0,0,0,0,0,0,532.696
Drive.ai Inc,AVT013,700664,0,0,0,0,52.933,14.091,0,0,0,0,0,0,0,67.024
Drive.ai Inc,AVT013,699037,20,0,0,0,2.552,100.398,0,0,0,0,0,0,0,102.95
Lyft,AVT045,3FA6P0RUXJR158090,91,117.05,111.75,49.38,66.66,30.09,0,0,66.32,232.67,477.37,543.91,194.16,1889.33
Lyft,AVT045,3FA6P0RU2JR144443,250,128.61,234.54,214.56,314.26,633.59,330.46,252.99,599.81,603.25,200.67,184.31,5.89,3702.96
Lyft,AVT045,3FA6P0RU7JR157950,109,41.32,72.94,129.04,183.49,45.72,89.11,100.05,17.63,0,149.34,545.17,67.3,1441.11
Lyft,AVT045,3FA6P0RU0HR408592,144,80.81,149.05,449.34,191.91,96.47,189.5,376.14,426.48,359.93,106.04,127.82,426.44,2979.93
Lyft,AVT045,3FA6P0RU2JR203832,22,0,30.3,0,5.6,0,0,77.23,172.57,160.88,41.91,519.11,136.51,1144.1
Lyft,AVT045,3FA6P0RU0JR149057,136,0,37.74,0,0,468.26,159.53,0,208.32,261.11,294.13,183.38,173.6,1786.08
Lyft,AVT045,3FA6P0RU2JR158004,52,0,4.74,4.81,347.51,51.76,57.26,112.96,82.58,191.63,105.54,61.07,247.55,1267.41
Lyft,AVT045,3FA6P0RU0JR149687,209,0,170.07,384.25,138.03,611.32,563.74,427.77,558.17,453.46,462.23,0,387.47,4156.5
Lyft,AVT045,3FA6P0RU1KR135962,34,0,0,5.05,4.74,10.57,10.66,0,88.71,294.86,255.64,539.2,145.57,1355
Lyft,AVT045,3FA6P0RU1HR350928,90,0,0,89.56,115.66,95.23,474.99,277.64,361.64,575.61,246.7,51.85,0,2288.88
Lyft,AVT045,3FA6P0RU2JR120045,68,0,0,4.54,19.13,306.17,205.26,409.7,314.35,306.39,0,378.5,458.82,2402.86
Lyft,AVT045,3FA6P0RU9KR115555,31,0,0,4.21,0,12.18,0,152.64,161.48,383.97,289.48,291.62,5.28,1300.85
Lyft,AVT045,3FA6P0RU1KR135721,189,0,0,0,255.92,706.48,1116.38,602.79,840.64,967.34,557.53,822.51,194.79,6064.4
Lyft,AVT045,3FA6P0RU3JR214046,65,0,0,0,44.5,395.24,97.48,404.63,0,481.42,504.07,690.36,161.1,2778.79
Lyft,AVT045,3FA6P0RU2KR104428,41,0,0,0,0,8.22,372.9,229.38,331.01,35.46,0,3.37,17.24,997.57
Lyft,AVT045,3FA6P0RU7KR136100,56,0,0,0,0,0,22.51,142.75,760.66,640.82,339.68,181.44,443.51,2531.37
Lyft,AVT045,3FA6P0RUXKR136012,44,0,0,0,0,0,60.63,111.85,483.48,299.48,266.31,426.67,563.03,2211.46
Lyft,AVT045,3FA6P0RU5JR274913,28,0,0,0,0,0,81.01,245.52,163.61,380.56,281.71,31.42,250.23,1434.05
Lyft,AVT045,3FA6P0RU3HR399516,8,0,0,0,0,0,0,0,0,0,134.48,543.15,520.68,1198.31
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221351a412016,84,0,0,0,0,530.697,0,582.991,294.443,638.303,0,0,0,2046.434
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221861A417296,66,0,0,0,0,555.733,75.8352,376.767,413.299,0,0,0,0,1421.6342
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDDUG8GB3JA40527,33,0,0,0,0,0,0,0,0,0,84.5065,511.82,298.258,894.5845
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDDUG8GB9KA43945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDF44781313024180,72,2.36107,10.898,23.7358,0.0521,0,0,0,0,0,0,0,0,37.04697
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDF44781313024459,93,15.0149,36.9327,0.49597,0,0,0,0,0,0,0,0,0,52.44357
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDF44781313121649,6,0,0,1.79842,0,0,0,0,0,0,0,0,0,1.79842
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDF44781313121729,52,10.9644,4.66447,3.86512,4.39624,0,0,0,0,0,0,0,0,23.89023
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221591A417333,638,0,0,0.91312,32.0837,49.6811,11.0602,61.9762,4.92717,61.2934,179.043,1550.43,1988.87,3940.27789
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD222159IA383190,366,0.633,8.95766,15.6052,15.3656,16.1727,1.69974,8.52776,55.186,94.3564,128.807,198.416,779.263,1322.99006
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221591A411951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221591A417319,72,0,0,0,0,0,0,0,0,0,85.3395,0,141.012,226.3515
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221591A470796,66,0,0,0,0,0,0,0,0,0,3.39886,6.40896,652.692,662.49982
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221591A470497,169,0,0,0,0,0,0,0,0,0,0,193.642,852.431,1046.073
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221591A470500,201,0,0,0,0,0,0,0,0,0,0,297.993,871.535,1169.528
"Mercedes0Benz Research & Development North America, Inc.",AVT002,WDD2221591A470502,125,0,0,0,0,0,0,0,0,0,0,151.857,1106.46,1258.317
